allele,gene,rsid,chr,pos,dataset
*32,SLCO1B1,rs2306283,12,21176804,Topmed Standard
*32,SLCO1B1,rs11045819,12,21176879,Topmed Standard
*32,SLCO1B1,rs11045852,12,21196951,Topmed Standard
*33,SLCO1B1,rs2306283,12,21176804,Topmed Standard
*33,SLCO1B1,rs11045852,12,21196951,Topmed Standard
*37,SLCO1B1,rs2306283,12,21176804,Topmed Standard
*39,SLCO1B1,rs2306283,12,21176804,Topmed Standard
*40,SLCO1B1,rs4149056,12,21178615,Topmed Standard
*40,SLCO1B1,rs34671512,12,21239042,Topmed Standard
*41,SLCO1B1,rs77271279,12,21176898,Topmed Standard
*42,SLCO1B1,rs2306283,12,21176804,Topmed Standard
*43,SLCO1B1,rs2306283,12,21176804,Topmed Standard
*43,SLCO1B1,rs11045819,12,21176879,Topmed Standard
*43,SLCO1B1,rs11045852,12,21196951,Topmed Standard
*43,SLCO1B1,rs74064213,12,21206031,Topmed Standard
*44,SLCO1B1,rs2306283,12,21176804,Topmed Standard
*44,SLCO1B1,rs11045852,12,21196951,Topmed Standard
*44,SLCO1B1,rs74064213,12,21206031,Topmed Standard
*46,SLCO1B1,rs2306283,12,21176804,Topmed Standard
*46,SLCO1B1,rs4149056,12,21178615,Topmed Standard
*47,SLCO1B1,rs2306283,12,21176804,Topmed Standard
*47,SLCO1B1,rs4149056,12,21178615,Topmed Standard
*7,CYP2D6,rs5030867,22,42127856,Topmed Standard
*22,CYP2D6,rs138100349,22,42130710,Topmed Standard
*28,CYP2D6,rs72549358,22,42130773,Topmed Standard
*28,CYP2D6,rs78482768,22,42129087,Topmed Standard
*31,CYP2D6,rs267608319,22,42126749,Topmed Standard
*33,CYP2D6,rs28371717,22,42128308,Topmed Standard
*44,CYP2D6,rs138100349,22,42130710,Topmed Standard
*112,CYP2D6,rs568495591,22,42126605,Topmed Standard
*126,CYP2D6,rs781457579,22,42129134,Topmed Standard
*142,CYP2D6,rs138100349,22,42130710,Topmed Standard
*172,CYP2D6,rs563185985,22,42129753,Topmed Standard
*2,CYP2C9,rs1799853,10,94942290,Topmed Standard
*3,CYP2C9,rs1057910,10,94981296,Topmed Standard
*8,CYP2C9,rs7900194,10,94942309,Topmed Standard
*11,CYP2C9,rs28371685,10,94981224,Topmed Standard
*12,CYP2C9,rs9332239,10,94989020,Topmed Standard
*18,CYP2C9,rs1057910,10,94981296,Topmed Standard
*26,CYP2C9,-,10,94942249,Topmed Standard
*27,CYP2C9,rs7900194,10,94942309,Topmed Standard
*35,CYP2C9,rs1799853,10,94942290,Topmed Standard
*44,CYP2C9,rs200965026,10,94942249,Topmed Standard
*45,CYP2C9,rs199523631,10,94942254,Topmed Standard
*61,CYP2C9,rs1799853,10,94942290,Topmed Standard
*68,CYP2C9,rs1057910,10,94981296,Topmed Standard
*71,CYP2C9,rs9332239,10,94989020,Topmed Standard
*2,CYP2C19,rs12769205,10,94775367,Topmed Standard
*2,CYP2C19,rs4244285,10,94781859,Topmed Standard
*2,CYP2C19,rs3758581,10,94842866,Topmed Standard
*3,CYP2C19,rs4986893,10,94780653,Topmed Standard
*3,CYP2C19,rs3758581,10,94842866,Topmed Standard
*4,CYP2C19,rs28399504,10,94762706,Topmed Standard
*4,CYP2C19,rs3758581,10,94842866,Topmed Standard
*5,CYP2C19,rs3758581,10,94842866,Topmed Standard
*6,CYP2C19,rs3758581,10,94842866,Topmed Standard
*7,CYP2C19,rs3758581,10,94842866,Topmed Standard
*8,CYP2C19,rs41291556,10,94775416,Topmed Standard
*8,CYP2C19,rs3758581,10,94842866,Topmed Standard
*9,CYP2C19,rs3758581,10,94842866,Topmed Standard
*10,CYP2C19,rs3758581,10,94842866,Topmed Standard
*11,CYP2C19,rs58973490,10,94775507,Topmed Standard
*11,CYP2C19,rs3758581,10,94842866,Topmed Standard
*12,CYP2C19,rs3758581,10,94842866,Topmed Standard
*13,CYP2C19,rs3758581,10,94842866,Topmed Standard
*14,CYP2C19,rs3758581,10,94842866,Topmed Standard
*15,CYP2C19,rs3758581,10,94842866,Topmed Standard
*17,CYP2C19,rs12248560,10,94761900,Topmed Standard
*17,CYP2C19,rs3758581,10,94842866,Topmed Standard
*18,CYP2C19,rs3758581,10,94842866,Topmed Standard
*19,CYP2C19,rs3758581,10,94842866,Topmed Standard
*22,CYP2C19,rs140278421,10,94780574,Topmed Standard
*22,CYP2C19,rs3758581,10,94842866,Topmed Standard
*23,CYP2C19,rs3758581,10,94842866,Topmed Standard
*24,CYP2C19,rs3758581,10,94842866,Topmed Standard
*25,CYP2C19,rs3758581,10,94842866,Topmed Standard
*26,CYP2C19,rs3758581,10,94842866,Topmed Standard
*28,CYP2C19,rs3758581,10,94842866,Topmed Standard
*29,CYP2C19,rs3758581,10,94842866,Topmed Standard
*31,CYP2C19,rs3758581,10,94842866,Topmed Standard
*32,CYP2C19,rs3758581,10,94842866,Topmed Standard
*33,CYP2C19,rs3758581,10,94842866,Topmed Standard
*35,CYP2C19,rs12769205,10,94775367,Topmed Standard
*35,CYP2C19,rs3758581,10,94842866,Topmed Standard
*38,CYP2C19,rs1554854495,10,94842866,Topmed Standard
*39,CYP2C19,rs3758581,10,94842866,Topmed Standard
*2,NUDT15,rs116855232,13,48045719,Topmed Modified
*3,NUDT15,rs116855232,13,48045719,Topmed Modified
*4,NUDT15,rs147390019,13,48045720,Topmed Modified
*5,CYP2B6,rs3211371,19,41016810,Topmed Modified
*6,CYP2B6,rs3745274,19,41006936,Topmed Modified
*7,CYP2B6,rs3745274,19,41006936,Topmed Modified
*7,CYP2B6,rs3211371,19,41016810,Topmed Modified
*8,CYP2B6,rs12721655,19,41004377,Topmed Modified
*9,CYP2B6,rs3745274,19,41006936,Topmed Modified
*10,CYP2B6,rs34883432,19,40991367,Topmed Modified
*11,CYP2B6,rs35303484,19,40991441,Topmed Modified
*13,CYP2B6,rs12721655,19,41004377,Topmed Modified
*13,CYP2B6,rs3745274,19,41006936,Topmed Modified
*14,CYP2B6,rs35773040,19,41004381,Topmed Modified
*15,CYP2B6,rs35979566,19,41012693,Topmed Modified
*17,CYP2B6,rs33973337,19,40991381,Topmed Modified
*18,CYP2B6,rs28399499,19,41012316,Topmed Modified
*19,CYP2B6,rs3745274,19,41006936,Topmed Modified
*20,CYP2B6,rs3745274,19,41006936,Topmed Modified
*22,CYP2B6,rs34223104,19,40991224,Topmed Modified
*23,CYP2B6,rs3211369,19,41016726,Topmed Modified
*26,CYP2B6,rs3745274,19,41006936,Topmed Modified
*33,CYP2B6,rs3211371,19,41016810,Topmed Modified
*34,CYP2B6,rs34223104,19,40991224,Topmed Modified
*34,CYP2B6,rs3745274,19,41006936,Topmed Modified
*34,CYP2B6,rs3211371,19,41016810,Topmed Modified
*35,CYP2B6,rs34223104,19,40991224,Topmed Modified
*36,CYP2B6,rs34223104,19,40991224,Topmed Modified
*36,CYP2B6,rs3745274,19,41006936,Topmed Modified
*37,CYP2B6,rs3745274,19,41006936,Topmed Modified
*38,CYP2B6,rs3745274,19,41006936,Topmed Modified
*39,CYP2B6,rs3745274,19,41006936,Topmed Modified
*40,CYP2B6,rs3745274,19,41006936,Topmed Modified
*41,CYP2B6,rs3745274,19,41006936,Topmed Modified
*42,CYP2B6,rs3745274,19,41006936,Topmed Modified
*43,CYP2B6,rs3745274,19,41006936,Topmed Modified
*45,CYP2B6,rs58871670,19,41006967,Topmed Modified
*2,CYP4F2,rs3093105,19,15897578,Topmed Modified
*3,CYP4F2,rs2108622,19,15879621,Topmed Modified
*4,CYP4F2,rs3093105,19,15897578,Topmed Modified
*4,CYP4F2,rs2108622,19,15879621,Topmed Modified
*5,CYP4F2,rs3093200,19,15878779,Topmed Modified
*6,CYP4F2,rs3093153,19,15890405,Topmed Modified
*7,CYP4F2,rs114099324,19,15897566,Topmed Modified
*3,CYP3A4,rs4986910,7,99760901,Topmed Modified
*7,CYP3A4,rs56324128,7,99778079,Topmed Modified
*10,CYP3A4,rs4986908,7,99769769,Topmed Modified
*15,CYP3A4,rs4986907,7,99769804,Topmed Modified
*18,CYP3A4,rs28371759,7,99764003,Topmed Modified
*22,CYP3A4,rs35599367,7,99768693,Topmed Modified
*37,CYP3A4,rs35599367,7,99768693,Topmed Modified
*37,CYP3A4,rs4986910,7,99760901,Topmed Modified
*38,CYP3A4,rs4986910,7,99760901,Topmed Modified
*3,CYP3A5,rs776746,7,99672916,Topmed Modified
*6,CYP3A5,rs10264272,7,99665212,Topmed Modified
*7,CYP3A5,rs41303343,7,99652770,Topmed Modified
*4,SLCO1B1,rs11045819,12,21176879,Topmed Modified
*5,SLCO1B1,rs4149056,12,21178615,Topmed Modified
*9,SLCO1B1,rs59502379,12,21205999,Topmed Modified
*14,SLCO1B1,rs2306283,12,21176804,Topmed Modified
*14,SLCO1B1,rs11045819,12,21176879,Topmed Modified
*15,SLCO1B1,rs2306283,12,21176804,Topmed Modified
*15,SLCO1B1,rs4149056,12,21178615,Topmed Modified
*19,SLCO1B1,rs34671512,12,21239042,Topmed Modified
*20,SLCO1B1,rs2306283,12,21176804,Topmed Modified
*20,SLCO1B1,rs34671512,12,21239042,Topmed Modified
*24,SLCO1B1,rs2306283,12,21176804,Topmed Modified
*24,SLCO1B1,rs11045852,12,21196951,Topmed Modified
*25,SLCO1B1,rs2306283,12,21176804,Topmed Modified
*25,SLCO1B1,rs11045819,12,21176879,Topmed Modified
*25,SLCO1B1,rs11045852,12,21196951,Topmed Modified
*27,SLCO1B1,rs2306283,12,21176804,Topmed Modified
*27,SLCO1B1,rs59113707,12,21202555,Topmed Modified
*28,SLCO1B1,rs2306283,12,21176804,Topmed Modified
*28,SLCO1B1,rs11045852,12,21196951,Topmed Modified
*29,SLCO1B1,rs2306283,12,21176804,Topmed Modified
*30,SLCO1B1,rs2306283,12,21176804,Topmed Modified
*30,SLCO1B1,rs79135870,12,21178957,Topmed Modified
*31,SLCO1B1,rs2306283,12,21176804,Topmed Modified
*31,SLCO1B1,rs59502379,12,21205999,Topmed Modified
*32,SLCO1B1,rs2306283,12,21176804,Topmed Modified
*32,SLCO1B1,rs11045819,12,21176879,Topmed Modified
*32,SLCO1B1,rs11045852,12,21196951,Topmed Modified
*33,SLCO1B1,rs2306283,12,21176804,Topmed Modified
*33,SLCO1B1,rs11045852,12,21196951,Topmed Modified
*37,SLCO1B1,rs2306283,12,21176804,Topmed Modified
*39,SLCO1B1,rs2306283,12,21176804,Topmed Modified
*40,SLCO1B1,rs4149056,12,21178615,Topmed Modified
*40,SLCO1B1,rs34671512,12,21239042,Topmed Modified
*41,SLCO1B1,rs77271279,12,21176898,Topmed Modified
*42,SLCO1B1,rs2306283,12,21176804,Topmed Modified
*43,SLCO1B1,rs2306283,12,21176804,Topmed Modified
*43,SLCO1B1,rs11045819,12,21176879,Topmed Modified
*43,SLCO1B1,rs11045852,12,21196951,Topmed Modified
*43,SLCO1B1,rs74064213,12,21206031,Topmed Modified
*44,SLCO1B1,rs2306283,12,21176804,Topmed Modified
*44,SLCO1B1,rs11045852,12,21196951,Topmed Modified
*44,SLCO1B1,rs74064213,12,21206031,Topmed Modified
*46,SLCO1B1,rs2306283,12,21176804,Topmed Modified
*46,SLCO1B1,rs4149056,12,21178615,Topmed Modified
*47,SLCO1B1,rs2306283,12,21176804,Topmed Modified
*47,SLCO1B1,rs4149056,12,21178615,Topmed Modified
*7,CYP2D6,rs5030867,22,42127856,Topmed Modified
*22,CYP2D6,rs138100349,22,42130710,Topmed Modified
*28,CYP2D6,rs72549358,22,42130773,Topmed Modified
*28,CYP2D6,rs78482768,22,42129087,Topmed Modified
*31,CYP2D6,rs267608319,22,42126749,Topmed Modified
*33,CYP2D6,rs28371717,22,42128308,Topmed Modified
*44,CYP2D6,rs138100349,22,42130710,Topmed Modified
*112,CYP2D6,rs568495591,22,42126605,Topmed Modified
*126,CYP2D6,rs781457579,22,42129134,Topmed Modified
*142,CYP2D6,rs138100349,22,42130710,Topmed Modified
*172,CYP2D6,rs563185985,22,42129753,Topmed Modified
*2,CYP2C9,rs1799853,10,94942290,Topmed Modified
*3,CYP2C9,rs1057910,10,94981296,Topmed Modified
*8,CYP2C9,rs7900194,10,94942309,Topmed Modified
*11,CYP2C9,rs28371685,10,94981224,Topmed Modified
*12,CYP2C9,rs9332239,10,94989020,Topmed Modified
*18,CYP2C9,rs1057910,10,94981296,Topmed Modified
*26,CYP2C9,-,10,94942249,Topmed Modified
*27,CYP2C9,rs7900194,10,94942309,Topmed Modified
*35,CYP2C9,rs1799853,10,94942290,Topmed Modified
*44,CYP2C9,rs200965026,10,94942249,Topmed Modified
*45,CYP2C9,rs199523631,10,94942254,Topmed Modified
*61,CYP2C9,rs1799853,10,94942290,Topmed Modified
*68,CYP2C9,rs1057910,10,94981296,Topmed Modified
*71,CYP2C9,rs9332239,10,94989020,Topmed Modified
*2,CYP2C19,rs12769205,10,94775367,Topmed Modified
*2,CYP2C19,rs4244285,10,94781859,Topmed Modified
*2,CYP2C19,rs3758581,10,94842866,Topmed Modified
*3,CYP2C19,rs4986893,10,94780653,Topmed Modified
*3,CYP2C19,rs3758581,10,94842866,Topmed Modified
*4,CYP2C19,rs28399504,10,94762706,Topmed Modified
*4,CYP2C19,rs3758581,10,94842866,Topmed Modified
*5,CYP2C19,rs3758581,10,94842866,Topmed Modified
*6,CYP2C19,rs3758581,10,94842866,Topmed Modified
*7,CYP2C19,rs3758581,10,94842866,Topmed Modified
*8,CYP2C19,rs41291556,10,94775416,Topmed Modified
*8,CYP2C19,rs3758581,10,94842866,Topmed Modified
*9,CYP2C19,rs3758581,10,94842866,Topmed Modified
*10,CYP2C19,rs3758581,10,94842866,Topmed Modified
*11,CYP2C19,rs58973490,10,94775507,Topmed Modified
*11,CYP2C19,rs3758581,10,94842866,Topmed Modified
*12,CYP2C19,rs3758581,10,94842866,Topmed Modified
*13,CYP2C19,rs3758581,10,94842866,Topmed Modified
*14,CYP2C19,rs3758581,10,94842866,Topmed Modified
*15,CYP2C19,rs3758581,10,94842866,Topmed Modified
*17,CYP2C19,rs12248560,10,94761900,Topmed Modified
*17,CYP2C19,rs3758581,10,94842866,Topmed Modified
*18,CYP2C19,rs3758581,10,94842866,Topmed Modified
*19,CYP2C19,rs3758581,10,94842866,Topmed Modified
*22,CYP2C19,rs140278421,10,94780574,Topmed Modified
*22,CYP2C19,rs3758581,10,94842866,Topmed Modified
*23,CYP2C19,rs3758581,10,94842866,Topmed Modified
*24,CYP2C19,rs3758581,10,94842866,Topmed Modified
*25,CYP2C19,rs3758581,10,94842866,Topmed Modified
*26,CYP2C19,rs3758581,10,94842866,Topmed Modified
*28,CYP2C19,rs3758581,10,94842866,Topmed Modified
*29,CYP2C19,rs3758581,10,94842866,Topmed Modified
*31,CYP2C19,rs3758581,10,94842866,Topmed Modified
*32,CYP2C19,rs3758581,10,94842866,Topmed Modified
*33,CYP2C19,rs3758581,10,94842866,Topmed Modified
*35,CYP2C19,rs12769205,10,94775367,Topmed Modified
*35,CYP2C19,rs3758581,10,94842866,Topmed Modified
*38,CYP2C19,rs1554854495,10,94842866,Topmed Modified
*39,CYP2C19,rs3758581,10,94842866,Topmed Modified
*2,NUDT15,rs116855232,13,48619855,Unimputed Modified
*3,NUDT15,rs116855232,13,48619855,Unimputed Modified
*4,NUDT15,rs147390019,13,48619856,Unimputed Modified
*5,NUDT15,rs186364861,13,48611934,Unimputed Modified
*3,CYP2B6,rs45482602,19,41515255,Unimputed Modified
*4,CYP2B6,rs2279343,19,41515263,Unimputed Modified
*6,CYP2B6,rs3745274,19,41512841,Unimputed Modified
*6,CYP2B6,rs2279343,19,41515263,Unimputed Modified
*7,CYP2B6,rs3745274,19,41512841,Unimputed Modified
*7,CYP2B6,rs2279343,19,41515263,Unimputed Modified
*8,CYP2B6,rs12721655,19,41510282,Unimputed Modified
*9,CYP2B6,rs3745274,19,41512841,Unimputed Modified
*11,CYP2B6,rs35303484,19,41497346,Unimputed Modified
*12,CYP2B6,rs36060847,19,41510030,Unimputed Modified
*13,CYP2B6,rs12721655,19,41510282,Unimputed Modified
*13,CYP2B6,rs3745274,19,41512841,Unimputed Modified
*13,CYP2B6,rs2279343,19,41515263,Unimputed Modified
*15,CYP2B6,rs35979566,19,41518598,Unimputed Modified
*18,CYP2B6,rs28399499,19,41518221,Unimputed Modified
*19,CYP2B6,rs3745274,19,41512841,Unimputed Modified
*19,CYP2B6,rs2279343,19,41515263,Unimputed Modified
*19,CYP2B6,rs34826503,19,41518244,Unimputed Modified
*20,CYP2B6,rs3745274,19,41512841,Unimputed Modified
*20,CYP2B6,rs2279343,19,41515263,Unimputed Modified
*22,CYP2B6,rs34223104,19,41497129,Unimputed Modified
*26,CYP2B6,rs3745274,19,41512841,Unimputed Modified
*26,CYP2B6,rs2279343,19,41515263,Unimputed Modified
*34,CYP2B6,rs34223104,19,41497129,Unimputed Modified
*34,CYP2B6,rs3745274,19,41512841,Unimputed Modified
*34,CYP2B6,rs2279343,19,41515263,Unimputed Modified
*35,CYP2B6,rs34223104,19,41497129,Unimputed Modified
*35,CYP2B6,rs139029625,19,41515911,Unimputed Modified
*36,CYP2B6,rs34223104,19,41497129,Unimputed Modified
*36,CYP2B6,rs3745274,19,41512841,Unimputed Modified
*36,CYP2B6,rs2279343,19,41515263,Unimputed Modified
*37,CYP2B6,rs3745274,19,41512841,Unimputed Modified
*37,CYP2B6,rs2279343,19,41515263,Unimputed Modified
*38,CYP2B6,rs3745274,19,41512841,Unimputed Modified
*38,CYP2B6,rs2279343,19,41515263,Unimputed Modified
*39,CYP2B6,rs2279343,19,41515263,Unimputed Modified
*39,CYP2B6,rs3745274,19,41512841,Unimputed Modified
*40,CYP2B6,rs3745274,19,41512841,Unimputed Modified
*40,CYP2B6,rs2279343,19,41515263,Unimputed Modified
*41,CYP2B6,rs3745274,19,41512841,Unimputed Modified
*41,CYP2B6,rs2279343,19,41515263,Unimputed Modified
*42,CYP2B6,rs3745274,19,41512841,Unimputed Modified
*42,CYP2B6,rs2279343,19,41515263,Unimputed Modified
*43,CYP2B6,rs3745274,19,41512841,Unimputed Modified
*43,CYP2B6,rs2279343,19,41515263,Unimputed Modified
*3,CYP4F2,rs2108622,19,15990431,Unimputed Modified
*4,CYP4F2,rs2108622,19,15990431,Unimputed Modified
*5,CYP4F2,rs3093200,19,15989589,Unimputed Modified
*6,CYP4F2,rs3093153,19,16001215,Unimputed Modified
*7,CYP3A4,rs56324128,7,99375702,Unimputed Modified
*8,CYP3A4,rs72552799,7,99367788,Unimputed Modified
*12,CYP3A4,rs12721629,7,99359800,Unimputed Modified
*15,CYP3A4,rs4986907,7,99367427,Unimputed Modified
*22,CYP3A4,rs35599367,7,99366316,Unimputed Modified
*23,CYP3A4,rs57409622,7,99367428,Unimputed Modified
*37,CYP3A4,rs35599367,7,99366316,Unimputed Modified
*1,CYP3A5,rs776746,7,99270539,Unimputed Modified
*6,CYP3A5,rs10264272,7,99262835,Unimputed Modified
*6,CYP3A5,rs776746,7,99270539,Unimputed Modified
*7,CYP3A5,rs776746,7,99270539,Unimputed Modified
*8,CYP3A5,rs776746,7,99270539,Unimputed Modified
*9,CYP3A5,rs776746,7,99270539,Unimputed Modified
*4,SLCO1B1,rs11045819,12,21329813,Unimputed Modified
*5,SLCO1B1,rs4149056,12,21331549,Unimputed Modified
*9,SLCO1B1,rs59502379,12,21358933,Unimputed Modified
*14,SLCO1B1,rs2306283,12,21329738,Unimputed Modified
*14,SLCO1B1,rs11045819,12,21329813,Unimputed Modified
*15,SLCO1B1,rs2306283,12,21329738,Unimputed Modified
*15,SLCO1B1,rs4149056,12,21331549,Unimputed Modified
*16,SLCO1B1,rs2306282,12,21329802,Unimputed Modified
*19,SLCO1B1,rs34671512,12,21391976,Unimputed Modified
*20,SLCO1B1,rs2306283,12,21329738,Unimputed Modified
*20,SLCO1B1,rs34671512,12,21391976,Unimputed Modified
*24,SLCO1B1,rs2306283,12,21329738,Unimputed Modified
*24,SLCO1B1,rs11045852,12,21349885,Unimputed Modified
*25,SLCO1B1,rs2306283,12,21329738,Unimputed Modified
*25,SLCO1B1,rs11045819,12,21329813,Unimputed Modified
*25,SLCO1B1,rs11045852,12,21349885,Unimputed Modified
*25,SLCO1B1,rs11045853,12,21349910,Unimputed Modified
*26,SLCO1B1,rs142965323,12,21355598,Unimputed Modified
*27,SLCO1B1,rs2306283,12,21329738,Unimputed Modified
*27,SLCO1B1,rs59113707,12,21355489,Unimputed Modified
*28,SLCO1B1,rs2306283,12,21329738,Unimputed Modified
*28,SLCO1B1,rs11045852,12,21349885,Unimputed Modified
*28,SLCO1B1,rs11045853,12,21349910,Unimputed Modified
*29,SLCO1B1,rs2306283,12,21329738,Unimputed Modified
*30,SLCO1B1,rs2306283,12,21329738,Unimputed Modified
*30,SLCO1B1,rs79135870,12,21331891,Unimputed Modified
*31,SLCO1B1,rs2306283,12,21329738,Unimputed Modified
*31,SLCO1B1,rs59502379,12,21358933,Unimputed Modified
*32,SLCO1B1,rs2306283,12,21329738,Unimputed Modified
*32,SLCO1B1,rs11045819,12,21329813,Unimputed Modified
*32,SLCO1B1,rs11045852,12,21349885,Unimputed Modified
*33,SLCO1B1,rs2306283,12,21329738,Unimputed Modified
*33,SLCO1B1,rs11045852,12,21349885,Unimputed Modified
*33,SLCO1B1,rs11045853,12,21349910,Unimputed Modified
*34,SLCO1B1,rs200995543,12,21392079,Unimputed Modified
*37,SLCO1B1,rs2306283,12,21329738,Unimputed Modified
*39,SLCO1B1,rs2306283,12,21329738,Unimputed Modified
*40,SLCO1B1,rs4149056,12,21331549,Unimputed Modified
*40,SLCO1B1,rs34671512,12,21391976,Unimputed Modified
*41,SLCO1B1,rs77271279,12,21329832,Unimputed Modified
*42,SLCO1B1,rs2306283,12,21329738,Unimputed Modified
*43,SLCO1B1,rs2306283,12,21329738,Unimputed Modified
*43,SLCO1B1,rs11045819,12,21329813,Unimputed Modified
*43,SLCO1B1,rs11045852,12,21349885,Unimputed Modified
*44,SLCO1B1,rs2306283,12,21329738,Unimputed Modified
*44,SLCO1B1,rs11045852,12,21349885,Unimputed Modified
*45,SLCO1B1,rs71581941,12,21375289,Unimputed Modified
*46,SLCO1B1,rs2306283,12,21329738,Unimputed Modified
*46,SLCO1B1,rs4149056,12,21331549,Unimputed Modified
*46,SLCO1B1,rs71581941,12,21375289,Unimputed Modified
*47,SLCO1B1,rs2306283,12,21329738,Unimputed Modified
*47,SLCO1B1,rs4149056,12,21331549,Unimputed Modified
*2,CYP2C9,rs1799853,10,96702047,Unimputed Modified
*3,CYP2C9,rs1057910,10,96741053,Unimputed Modified
*5,CYP2C9,rs28371686,10,96741058,Unimputed Modified
*9,CYP2C9,rs2256871,10,96708974,Unimputed Modified
*11,CYP2C9,rs28371685,10,96740981,Unimputed Modified
*12,CYP2C9,rs9332239,10,96748777,Unimputed Modified
*14,CYP2C9,rs72558189,10,96701991,Unimputed Modified
*18,CYP2C9,rs1057910,10,96741053,Unimputed Modified
