allele,gene,rsid,chr,pos,dataset
*32,SLCO1B1,rs2306283,12,21176804,Topmed Standard
*32,SLCO1B1,rs11045819,12,21176879,Topmed Standard
*32,SLCO1B1,rs11045852,12,21196951,Topmed Standard
*33,SLCO1B1,rs2306283,12,21176804,Topmed Standard
*33,SLCO1B1,rs11045852,12,21196951,Topmed Standard
*37,SLCO1B1,rs2306283,12,21176804,Topmed Standard
*39,SLCO1B1,rs2306283,12,21176804,Topmed Standard
*40,SLCO1B1,rs4149056,12,21178615,Topmed Standard
*40,SLCO1B1,rs34671512,12,21239042,Topmed Standard
*41,SLCO1B1,rs77271279,12,21176898,Topmed Standard
*42,SLCO1B1,rs2306283,12,21176804,Topmed Standard
*43,SLCO1B1,rs2306283,12,21176804,Topmed Standard
*43,SLCO1B1,rs11045819,12,21176879,Topmed Standard
*43,SLCO1B1,rs11045852,12,21196951,Topmed Standard
*43,SLCO1B1,rs74064213,12,21206031,Topmed Standard
*44,SLCO1B1,rs2306283,12,21176804,Topmed Standard
*44,SLCO1B1,rs11045852,12,21196951,Topmed Standard
*44,SLCO1B1,rs74064213,12,21206031,Topmed Standard
*46,SLCO1B1,rs2306283,12,21176804,Topmed Standard
*46,SLCO1B1,rs4149056,12,21178615,Topmed Standard
*47,SLCO1B1,rs2306283,12,21176804,Topmed Standard
*47,SLCO1B1,rs4149056,12,21178615,Topmed Standard
*7,CYP2D6,rs5030867,22,42127856,Topmed Standard
*22,CYP2D6,rs138100349,22,42130710,Topmed Standard
*28,CYP2D6,rs72549358,22,42130773,Topmed Standard
*28,CYP2D6,rs78482768,22,42129087,Topmed Standard
*31,CYP2D6,rs267608319,22,42126749,Topmed Standard
*33,CYP2D6,rs28371717,22,42128308,Topmed Standard
*44,CYP2D6,rs138100349,22,42130710,Topmed Standard
*112,CYP2D6,rs568495591,22,42126605,Topmed Standard
*126,CYP2D6,rs781457579,22,42129134,Topmed Standard
*142,CYP2D6,rs138100349,22,42130710,Topmed Standard
*172,CYP2D6,rs563185985,22,42129753,Topmed Standard
*2,CYP2C9,rs1799853,10,94942290,Topmed Standard
*3,CYP2C9,rs1057910,10,94981296,Topmed Standard
*8,CYP2C9,rs7900194,10,94942309,Topmed Standard
*11,CYP2C9,rs28371685,10,94981224,Topmed Standard
*12,CYP2C9,rs9332239,10,94989020,Topmed Standard
*18,CYP2C9,rs1057910,10,94981296,Topmed Standard
*26,CYP2C9,-,10,94942249,Topmed Standard
*27,CYP2C9,rs7900194,10,94942309,Topmed Standard
*35,CYP2C9,rs1799853,10,94942290,Topmed Standard
*44,CYP2C9,rs200965026,10,94942249,Topmed Standard
*45,CYP2C9,rs199523631,10,94942254,Topmed Standard
*61,CYP2C9,rs1799853,10,94942290,Topmed Standard
*68,CYP2C9,rs1057910,10,94981296,Topmed Standard
*71,CYP2C9,rs9332239,10,94989020,Topmed Standard
*2,CYP2C19,rs12769205,10,94775367,Topmed Standard
*2,CYP2C19,rs4244285,10,94781859,Topmed Standard
*2,CYP2C19,rs3758581,10,94842866,Topmed Standard
*3,CYP2C19,rs4986893,10,94780653,Topmed Standard
*3,CYP2C19,rs3758581,10,94842866,Topmed Standard
*4,CYP2C19,rs28399504,10,94762706,Topmed Standard
*4,CYP2C19,rs3758581,10,94842866,Topmed Standard
*5,CYP2C19,rs3758581,10,94842866,Topmed Standard
*6,CYP2C19,rs3758581,10,94842866,Topmed Standard
*7,CYP2C19,rs3758581,10,94842866,Topmed Standard
*8,CYP2C19,rs41291556,10,94775416,Topmed Standard
*8,CYP2C19,rs3758581,10,94842866,Topmed Standard
*9,CYP2C19,rs3758581,10,94842866,Topmed Standard
*10,CYP2C19,rs3758581,10,94842866,Topmed Standard
*11,CYP2C19,rs58973490,10,94775507,Topmed Standard
*11,CYP2C19,rs3758581,10,94842866,Topmed Standard
*12,CYP2C19,rs3758581,10,94842866,Topmed Standard
*13,CYP2C19,rs3758581,10,94842866,Topmed Standard
*14,CYP2C19,rs3758581,10,94842866,Topmed Standard
*15,CYP2C19,rs3758581,10,94842866,Topmed Standard
*17,CYP2C19,rs12248560,10,94761900,Topmed Standard
*17,CYP2C19,rs3758581,10,94842866,Topmed Standard
*18,CYP2C19,rs3758581,10,94842866,Topmed Standard
*19,CYP2C19,rs3758581,10,94842866,Topmed Standard
*22,CYP2C19,rs140278421,10,94780574,Topmed Standard
*22,CYP2C19,rs3758581,10,94842866,Topmed Standard
*23,CYP2C19,rs3758581,10,94842866,Topmed Standard
*24,CYP2C19,rs3758581,10,94842866,Topmed Standard
*25,CYP2C19,rs3758581,10,94842866,Topmed Standard
*26,CYP2C19,rs3758581,10,94842866,Topmed Standard
*28,CYP2C19,rs3758581,10,94842866,Topmed Standard
*29,CYP2C19,rs3758581,10,94842866,Topmed Standard
*31,CYP2C19,rs3758581,10,94842866,Topmed Standard
*32,CYP2C19,rs3758581,10,94842866,Topmed Standard
*33,CYP2C19,rs3758581,10,94842866,Topmed Standard
*35,CYP2C19,rs12769205,10,94775367,Topmed Standard
*35,CYP2C19,rs3758581,10,94842866,Topmed Standard
*38,CYP2C19,rs1554854495,10,94842866,Topmed Standard
*39,CYP2C19,rs3758581,10,94842866,Topmed Standard
